T: 2020-08-08 14:06:32.397965: Scoreboard Controller V0.9 
T: 2020-08-08 14:06:32.399664: AusSport Scoreboards - all rights reserved
T: 2020-08-08 14:13:50.469669: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 0, 0, 255, 255, 7, 0, 255, 199, 7, 15, 15, 255)
T: 2020-08-08 14:13:51.469874: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 0, 0, 255, 255, 7, 0, 255, 199, 0, 0, 1, 248)
T: 2020-08-08 14:13:52.470442: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 0, 0, 255, 255, 7, 0, 255, 199, 0, 15, 254, 63)
T: 2020-08-08 14:13:53.470394: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 0, 0, 255, 255, 7, 0, 255, 199, 0, 0, 255, 255)
T: 2020-08-08 14:13:54.470255: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 0, 0, 255, 255, 7, 0, 255, 199, 7, 0, 241, 248)
T: 2020-08-08 14:13:55.470243: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 0, 0, 255, 255, 7, 0, 255, 199, 7, 0, 255, 199)
T: 2020-08-08 14:13:56.470636: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 0, 0, 255, 255, 7, 0, 255, 199, 7, 15, 255, 199)
T: 2020-08-08 14:13:57.470643: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 0, 0, 255, 255, 7, 0, 255, 199, 0, 0, 1, 255)
T: 2020-08-08 14:13:58.470621: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 0, 0, 255, 255, 7, 0, 255, 199, 7, 15, 255, 255)
T: 2020-08-08 14:13:59.470427: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 0, 0, 255, 255, 7, 0, 255, 199, 7, 0, 255, 255)
T: 2020-08-08 14:14:00.470590: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 15, 15, 255, 7, 15, 15, 255)
T: 2020-08-08 14:14:01.470676: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 15, 15, 255, 0, 0, 1, 248)
T: 2020-08-08 14:14:02.470762: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 15, 15, 255, 0, 15, 254, 63)
T: 2020-08-08 14:14:03.470964: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 15, 15, 255, 0, 0, 255, 255)
T: 2020-08-08 14:14:04.470986: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 15, 15, 255, 7, 0, 241, 248)
T: 2020-08-08 14:14:05.471198: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 15, 15, 255, 7, 0, 255, 199)
T: 2020-08-08 14:14:06.471530: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 15, 15, 255, 7, 15, 255, 199)
T: 2020-08-08 14:14:07.471528: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 15, 15, 255, 0, 0, 1, 255)
T: 2020-08-08 14:14:08.471606: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 15, 15, 255, 7, 15, 255, 255)
T: 2020-08-08 14:14:09.471694: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 15, 15, 255, 7, 0, 255, 255)
T: 2020-08-08 14:14:10.471818: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 15, 15, 255)
T: 2020-08-08 14:14:11.471746: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 0, 0, 1, 248)
T: 2020-08-08 14:14:12.472489: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 0, 15, 254, 63)
T: 2020-08-08 14:14:13.472232: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 0, 0, 255, 255)
T: 2020-08-08 14:14:14.472603: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248)
T: 2020-08-08 14:14:15.472441: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 255, 199)
T: 2020-08-08 14:14:16.472731: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 15, 255, 199)
T: 2020-08-08 14:14:17.472990: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 0, 0, 1, 255)
T: 2020-08-08 14:14:18.473050: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 15, 255, 255)
T: 2020-08-08 14:14:19.472733: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 255, 255)
T: 2020-08-08 14:14:20.472997: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 15, 254, 63, 7, 15, 15, 255)
T: 2020-08-08 14:14:21.473055: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 15, 254, 63, 0, 0, 1, 248)
T: 2020-08-08 14:14:22.473267: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 15, 254, 63, 0, 15, 254, 63)
T: 2020-08-08 14:14:23.473130: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 15, 254, 63, 0, 0, 255, 255)
T: 2020-08-08 14:14:24.473134: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 15, 254, 63, 7, 0, 241, 248)
T: 2020-08-08 14:14:25.473478: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 15, 254, 63, 7, 0, 255, 199)
T: 2020-08-08 14:14:26.473672: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 15, 254, 63, 7, 15, 255, 199)
T: 2020-08-08 14:14:27.473942: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 15, 254, 63, 0, 0, 1, 255)
T: 2020-08-08 14:14:28.473709: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 15, 254, 63, 7, 15, 255, 255)
T: 2020-08-08 14:14:29.473572: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 15, 254, 63, 7, 0, 255, 255)
T: 2020-08-08 14:14:30.474075: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 255, 255, 7, 15, 15, 255)
T: 2020-08-08 14:14:31.474317: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 255, 255, 0, 0, 1, 248)
T: 2020-08-08 14:14:32.474420: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 255, 255, 0, 15, 254, 63)
T: 2020-08-08 14:14:33.474451: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 255, 255, 0, 0, 255, 255)
T: 2020-08-08 14:14:34.474453: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 255, 255, 7, 0, 241, 248)
T: 2020-08-08 14:14:35.474762: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 255, 255, 7, 0, 255, 199)
T: 2020-08-08 14:14:36.474945: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 255, 255, 7, 15, 255, 199)
T: 2020-08-08 14:14:37.474763: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 255, 255, 0, 0, 1, 255)
T: 2020-08-08 14:14:38.475036: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 255, 255, 7, 15, 255, 255)
T: 2020-08-08 14:14:39.474982: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 255, 255, 7, 0, 255, 255)
T: 2020-08-08 14:14:40.475223: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 0, 241, 248, 7, 15, 15, 255)
T: 2020-08-08 14:14:41.475371: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 0, 241, 248, 0, 0, 1, 248)
T: 2020-08-08 14:14:42.475511: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 0, 241, 248, 0, 15, 254, 63)
T: 2020-08-08 14:14:43.475381: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 0, 241, 248, 0, 0, 255, 255)
T: 2020-08-08 14:14:44.475334: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 0, 241, 248, 7, 0, 241, 248)
T: 2020-08-08 14:14:45.475494: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 0, 241, 248, 7, 0, 255, 199)
T: 2020-08-08 14:14:46.475729: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 0, 241, 248, 7, 15, 255, 199)
T: 2020-08-08 14:14:47.475841: (0, 0, 1, 248, 7, 0, 241, 248, 0, 0, 1, 248, 7, 0, 241, 248, 7, 0, 241, 248, 0, 0, 1, 255)
